rmse,offset
0.06145538623392511,48128
0.06087672843746,48640
0.06225748434003024,49152
0.06272993409339724,49664
0.06556036695496059,50176
0.06510287839886493,50688
0.06278494610119659,51200
0.06004916481498145,51712
0.055578613783955545,52224
0.049523175059686966,52736
0.04666858415348746,53248
0.041159003141679265,53760
0.03654092119057809,54272
0.032091012815586066,54784
0.02505976343435412,55296
0.020612546447604487,55808
0.016782271474201572,56320
0.014252266474731115,56832
0.012795699033877147,57344
0.011542985235563921,57856
0.009752696017137635,58368
0.007977172756500074,58880
0.006509907182238954,59392
0.005363721759962796,59904
0.0044243738054202866,60416
0.0038733390491944414,60928
0.003225802071254605,61440
0.0028496811489655462,61952
0.0025110801628303813,62464
0.002197853107526746,62976
0.0019210161235084446,63488
0.0019152900358033217,64000
0.0020226726312832016,64512
0.0019798039929192837,65024
0.00189382641407478,65536
0.0017049176394687154,66048
0.001573106526252243,66560
0.0016134910359646983,67072
0.001612923520483873,67584
0.0016379820721303825,68096
0.0016304890049586964,68608
0.0015677075840124632,69120
0.001518282533530928,69632
0.0014477575541401268,70144
0.0014048749175422312,70656
0.0014052108700973428,71168
0.001329147975598766,71680
0.001270237357927433,72192
0.0012464153916212476,72704
0.0018378004348787078,73216
0.00284616218907706,73728
0.0032021003758365245,74240
0.0032084441654838696,74752
0.002914924229943147,75264
0.0021836449319699437,75776
0.002046713065121322,76288
0.001983668253805811,76800
0.0019879045459088554,77312
0.0017282354819357314,77824
0.0012353540823691897,78336
0.0013424193188958742,78848
0.001325247350371423,79360
0.0013258649040594243,79872
0.0012968309993869984,80384
0.001322263808088832,80896
0.0013490201466949195,81408
0.001415386829805065,81920
0.0014478137777771765,82432
0.0013901129736174993,82944
0.0013252247028395449,83456
0.0012089560833219205,83968
0.0010988459612125228,84480
0.0010575861188518083,84992
0.001070857572220996,85504
0.0011051249721947343,86016
0.0011692697598719114,86528
0.001230650101507044,87040
0.0012350387551061522,87552
0.0012372250158883603,88064
0.0012484620830392145,88576
0.0012362133685742524,89088
0.0012087345113885573,89600
0.0011872848825846094,90112
0.0011413034377552725,90624
0.00112927623801393,91136
0.00116549600073988,91648
0.0012233113944329515,92160
0.0012928875689809172,92672
0.0013020496791691291,93184
0.0013355863213281524,93696
0.00186900112234395,94208
0.0030636502053085885,94720
0.017049562290759927,95232
0.04407014072062165,95744
0.055208181894217626,96256
0.0671194118270601,96768
0.07736757698931762,97280
0.07686428058329597,97792
0.07938063219505953,98304
0.07939190619751947,98816
0.08026977029484784,99328
0.0814907797822661,99840
0.0834971422274608,100352
0.08348417475885377,100864
0.08388179513695014,101376
0.08411540300700153,101888
0.08448580270241339,102400
0.08385540241116751,102912
0.08305417897626097,103424
0.08296729950436155,103936
0.08234605951979213,104448
0.08198491559033062,104960
0.08181738791169388,105472
0.08216287067104248,105984
0.08170066649366889,106496
0.08202229178424458,107008
0.08117488199232187,107520
0.08129633077732204,108032
0.08117724827209537,108544
0.08184378354190956,109056
0.08115666076158137,109568
0.08048468114960937,110080
0.08018602103707673,110592
0.08084369394498016,111104
0.0797473717614435,111616
0.07874661150711527,112128
0.07831734582699944,112640
0.07850320288382956,113152
0.07730039286815893,113664
0.07645218575113295,114176
0.07620690225098213,114688
0.07586927708782798,115200
0.07522563199216441,115712
0.07462751607391291,116224
0.0742452944167978,116736
0.07354007542381757,117248
0.07306902442530157,117760
0.07226646268204447,118272
0.07138966946954899,118784
0.07055545924692536,119296
0.07036588218611639,119808
0.06943155465438212,120320
0.06798904790010445,120832
0.06698490567572178,121344
0.06704451460851725,121856
0.06584665891805506,122368
0.06445804851684718,122880
0.06366683246678234,123392
0.0636527184764768,123904
0.06256595127049601,124416
0.06160439924083707,124928
0.06094960702238123,125440
0.06041028782792906,125952
0.05939134110962654,126464
0.058526849303645385,126976
0.057759249252664784,127488
0.05708303403094294,128000
0.05631413785109069,128512
0.05571198074039138,129024
0.054520637680549794,129536
0.05370418766264478,130048
0.05343362136060379,130560
0.05296218857804749,131072
0.051786882406129775,131584
0.05100151123818434,132096
0.05095968167922747,132608
0.05029970883139182,133120
0.04943173680459472,133632
0.04898561589785001,134144
0.048983541151490735,134656
0.04839259457975706,135168
0.04774918844949531,135680
0.047305711188607574,136192
0.047095873627405235,136704
0.04659591483901803,137216
0.046361236097928527,137728
0.046133724251280074,138240
0.045963872265820015,138752
0.0456206559863197,139264
0.04560705280207714,139776
0.04524925397355421,140288
0.045162646709271684,140800
0.04528229668725822,141312
0.045223004241181745,141824
0.044731894221123364,142336
0.044590077109275525,142848
0.04355509280969862,143360
0.0396411974878363,143872
0.03350960185264468,144384
0.025203315393514485,144896
0.017289206264728116,145408
0.01250338475959644,145920
0.010119679350779006,146432
0.00704385812706567,146944
0.005261503225533879,147456
0.004091902107140852,147968
0.0031607768158572113,148480
0.0030753768426180703,148992
0.003040019646928617,149504
0.002808392750608825,150016
0.0026625090778366355,150528
0.0024731327341505367,151040
0.002383229445341093,151552
0.0021189394312324784,152064
0.0019187940873393382,152576
0.0016520036249242438,153088
0.001616563907240465,153600
0.0016264022857454745,154112
0.0017599496881529676,154624
0.0018898364437412597,155136
0.0019541780419541667,155648
0.002205025362168252,156160
0.002355744185956628,156672
0.002449085500245351,157184
0.002451340758111898,157696
0.0023506845438380896,158208
0.0022339444783240074,158720
0.002078345612571783,159232
0.0019240600910825334,159744
0.0017072529675479144,160256
0.0015227396531139574,160768
0.001402315091661137,161280
0.0013628802633258508,161792
0.001422197420729601,162304
0.0014173980316661981,162816
0.0014747152589979799,163328
0.001603380383980875,163840
0.0017280528613727647,164352
0.001821126571271967,164864
0.0018987776584901063,165376
0.0019251368857372668,165888
0.0019297117293697612,166400
0.0018985437774265016,166912
0.0018083038157222693,167424
0.001743161827950488,167936
0.0016058292560084582,168448
0.0015724143260035998,168960
0.0015833142864308662,169472
0.0015373638185519642,169984
0.0015296548079805578,170496
0.0014733106141422815,171008
0.0014308240866816166,171520
0.001419468856235895,172032
0.0014061871202212053,172544
0.0013737321019444734,173056
0.001299825338719221,173568
0.001218390742610333,174080
0.0011181803400293463,174592
0.001193222083301973,175104
0.001139675373287423,175616
0.0011084009739766947,176128
0.0011007949750628204,176640
0.0009543383789722258,177152
0.0009547924103560649,177664
0.0011922805161649816,178176
0.0020068327283093972,178688
0.0024871921246586793,179200
0.003693893703998135,179712
0.004101483931101131,180224
0.003985512337900807,180736
0.0037947215153235608,181248
0.0026283494272871855,181760
0.0017706087997782958,182272
0.001150321539431422,182784
0.0006787460806840236,183296
0.0006892636794465971,183808
0.0006736299351438406,184320
0.0006812643919339426,184832
0.0006491312628751041,185344
0.0005344769468603492,185856
0.0004612859181741493,186368
0.00043833643188196134,186880
0.0004664935504265142,187392
0.00046830573981915903,187904
0.000562103592690507,188416
0.001382207649230413,188928
0.0019554987792952303,189440
0.009480437957974385,189952
0.07490757286091691,190464
0.10716509038425678,190976
0.1244742692465477,191488
0.16529566662901393,192000
0.17105282485655143,192512
0.19860391547284784,193024
0.21972104383531885,193536
0.21947230569272222,194048
0.2384626995309394,194560
0.2244024733563059,195072
0.22348844040882385,195584
0.21767679986933605,196096
0.20060843663754196,196608
0.2058363928805569,197120
0.1994166419808606,197632
0.20314904217387433,198144
0.20459495119261092,198656
0.19744342873484888,199168
0.19346661917021835,199680
0.1815776305533737,200192
0.16765376986849384,200704
0.16205750635230853,201216
0.15462872274738934,201728
0.15640831913565473,202240
0.15717103818842648,202752
0.15412041678115004,203264
0.149999332426493,203776
0.14012584577640363,204288
0.13232105152801915,204800
0.12236915248536953,205312
0.1185766496693468,205824
0.11970543262660921,206336
0.11915046619981605,206848
0.12024676304354495,207360
0.11550429622960118,207872
0.10982898600728298,208384
0.10829465640663978,208896
0.09774243366551039,209408
0.09885671903063999,209920
0.09598830124514043,210432
0.09416852355634088,210944
0.09942256014316708,211456
0.09387332037402185,211968
0.09316785192880148,212480
0.0945632746337608,212992
0.08752280197893483,213504
0.09184708642399547,214016
0.08868437082410341,214528
0.08705202682490697,215040
0.09120136737649356,215552
0.0860936388259073,216064
0.0887775755322945,216576
0.08971845659967359,217088
0.08932597814972447,217600
0.09297321292839882,218112
0.09120740740722715,218624
0.08939741015408602,219136
0.08921388968608933,219648
0.08784044475691638,220160
0.08989193391335983,220672
0.09224220568143922,221184
0.09586397589016091,221696
0.09820979591114593,222208
0.0997460306771316,222720
0.09759514327341859,223232
0.09615112080746505,223744
0.09761796200717103,224256
0.09906506011615081,224768
0.10366325826992004,225280
0.10777882744673224,225792
0.10908999093845186,226304
0.11174326174271064,226816
0.10973065318070073,227328
0.10975957426180098,227840
0.1098072163261135,228352
0.11106439774093516,228864
0.11680177148870159,229376
0.11971141538902393,229888
0.12122069519013441,230400
0.1233569582605176,230912
0.12132863368255034,231424
0.12194752430442009,231936
0.12172606183029831,232448
0.1226907071230271,232960
0.12821719934454173,233472
0.12931863250221923,233984
0.1310251950366791,234496
0.1320413895951471,235008
0.12893355687223784,235520
0.12963776668943783,236032
0.12947932649844496,236544
0.12902160742556387,237056
0.1337636380506448,237568
0.1340461405084659,238080
0.13605008779324548,238592
0.13579426596604924,239104
0.13098746763180372,239616
0.13067695371617072,240128
0.1299480045167961,240640
0.12831316685631033,241152
0.13243316726024051,241664
0.1325141346225471,242176
0.13354393158428676,242688
0.13302079864158964,243200
0.12733849941732847,243712
0.1251369113959337,244224
0.12386209401052495,244736
0.12184324890194131,245248
0.12545871757454607,245760
0.12575227154828225,246272
0.12550799144514846,246784
0.12572443668230177,247296
0.12086464374156836,247808
0.1165993714246525,248320
0.11502188957544462,248832
0.11301065881113463,249344
0.1148263042200222,249856
0.11612047553333374,250368
0.11507564053828538,250880
0.11521000119431091,251392
0.11235010638446295,251904
0.10612666706521444,252416
0.103977392515366,252928
0.10206445574974411,253440
0.10174016817847259,253952
0.10491713454216935,254464
0.10357389519439693,254976
0.10304002548197004,255488
0.10175893200864389,256000
0.09488939271098777,256512
0.09231904331079588,257024
0.09026034835941983,257536
0.08808187498633425,258048
0.09228368283664846,258560
0.0911089402418864,259072
0.08954142414490342,259584
0.08487608388326659,260096
0.07545236828812238,260608
0.0648775360263145,261120
0.05163608713237716,261632
0.04070454802057434,262144
0.035702198228347706,262656
0.028064764856830193,263168
0.021417286824699268,263680
0.016688669683249887,264192
0.012296998369029461,264704
0.009973688501816801,265216
0.008483722911598069,265728
0.0069998798312649,266240
0.0060711799828342536,266752
0.0047795329120657115,267264
0.004277748004162973,267776
0.0035789169752470933,268288
0.003207133845585338,268800
0.003328593606552856,269312
0.0031457882266327287,269824
0.0029055277854312866,270336
0.002737490853651129,270848
0.002387436938896804,271360
0.0019235862144944655,271872
0.001648046418365525,272384
0.0009611423568470412,272896
